"gene","GO_terms"
"PIH1D2",2
"POU2AF1",16
"PPP2R1B",11
"PTS",0
"SDHD",8
"SIK2",13
"TEX12",2
"TIMM8B",0
"LAMTOR5",40
"PROK1",18
"SLC16A4",0
"PPP1R32",0
"SDHAF2",11
"JMJD6",32
"MXRA7",0
"ST6GALNAC1",4
"CLIC4",34
"CNR2",21
"FUCA1",3
"GALE",3
"HMGCL",0
"IFNLR1",10
"IL22RA1",7
"LDLRAP1",30
"LYPLA2",6
"MAN1C1",1
"MYOM3",0
"PITHD1",8
"PNRC2",0
"RHCE",0
"RHD",0
"RPL11",28
"RUNX3",66
"SRRM1",1
"SRSF10",1
"SYF2",20
"TMEM50A",0
"ABHD17C",2
"AP3B2",0
"ARHGAP11B",7
"BNC1",14
"BTBD1",3
"C15orf40",0
"CPEB1",17
"FSD2",0
"GOLGA6L10",0
"HOMER2",13
"IL16",20
"MEX3B",1
"RPS17",6
"SH3GL3",5
"STARD5",0
"TM6SF1",0
"TMC3",0
"WHAMM",8
"CLUAP1",20
"CREBBP",84
"DNASE1",11
"NAA60",5
"TRAP1",19
"ZNF597",2
"ADORA2A",61
"GGT5",0
"MN1",22
"PITPNB",0
"SPECC1L",2
"UPB1",4
"COL19A1",7
"AAR2",0
"EPB41L1",0
"AMHR2",24
"APAF1",42
"BRI3BP",0
"CRY1",70
"DAO",0
"EP400",18
"FBRSL1",0
"GALNT9",0
"GLT1D1",0
"IKBIP",3
"MMP17",4
"NCOR2",44
"P2RX2",22
"PLXNC1",18
"POLE",9
"RAB35",10
"RIC8B",0
"RIMBP2",0
"SCARB1",42
"SIRT4",38
"SLC25A3",0
"SP1",64
"SPATS2",0
"SVOP",0
"TBX3",130
"ULK1",48
"C2orf83",0
"CCL20",30
"DAW1",7
"PID1",40
"SLC19A3",0
"SPHKAP",0
"AGPAT3",0
"CSTB",3
"HSF2BP",2
"PDXK",0
"RRP1",1
"RRP1B",11
"ACAD11",0
"ACKR4",9
"AGTR1",58
"ANKUB1",0
"ARHGEF26",7
"BFSP2",9
"CDV3",0
"COMMD2",0
"CPA3",4
"CPB1",0
"CPNE4",6
"DHX36",67
"DNAJC13",8
"EEFSEC",4
"GMPS",0
"GPR149",16
"KCNAB1",6
"MME",33
"NPHP3",55
"PLS1",25
"RNF13",4
"TMEM108",17
"TOPBP1",19
"UBA5",20
"ACTR3C",0
"AGBL3",0
"AKR1B10",3
"ARF5",4
"BPGM",11
"CLEC2L",0
"CNOT4",7
"FSCN3",4
"GCC1",0
"GIMAP4",3
"GIMAP6",3
"GIMAP7",4
"GIMAP8",9
"HIPK2",100
"KLRG2",0
"LRRC4",4
"LRRC61",0
"LUC7L2",1
"NXPH1",0
"PAX4",0
"RARRES2",40
"REPIN1",3
"SND1",7
"SPAM1",1
"STRA8",14
"TMEM140",0
"TMEM229A",0
"TTC26",0
"UBN2",0
"WDR91",7
"ZBED6CL",0
"ZC3HAV1",10
"ZNF775",0
"AGTPBP1",19
"ASPN",17
"BARX1",13
"BICD2",2
"CENPP",2
"CKS2",19
"ECM2",5
"FGD3",4
"FKTN",11
"IPPK",4
"MSANTD3",0
"MSANTD3-TMEFF1",0
"NINJ1",29
"NOL8",2
"OGN",8
"OMD",0
"PTPDC1",0
"RASEF",5
"SECISBP2",5
"SPATA31D1",0
"SUSD3",0
"TAL2",5
"TLE1",19
"TMEFF1",0
"TMEM38B",21
"ZNF169",2
"ZNF484",2
"GTF2F2",3
"KCTD4",0
"RNF17",1
"SLITRK5",13
"ARHGEF16",10
"ARL5B",4
"CUBN",6
"MKX",1
"NSUN6",1
"PTCHD3",0
"ART1",0
"ART5",0
"CHRNA10",15
"NUP98",11
"PGAP2",0
"RHOG",21
"RRM1",43
"STIM1",16
"CWC22",1
"GDF7",34
"HS1BP3",0
"UBE2E3",0
"ABTB1",0
"ADCY5",22
"ADPRH",0
"ALDH1L1",1
"ALG1L",0
"ARHGAP31",6
"ARL6",10
"B4GALT4",1
"C3orf22",0
"CASR",77
"CCDC14",0
"CD80",99
"CD86",116
"CHCHD6",0
"CHST13",2
"COX17",5
"CSTA",6
"DTX3L",33
"EAF2",14
"ERC2",9
"FAM162A",23
"FBXO40",1
"FSTL1",15
"GOLGB1",0
"GPR156",3
"GSK3B",187
"GTF2E1",4
"HCLS1",63
"HGD",0
"HSPBAP1",0
"IGSF11",5
"ILDR1",18
"IQCB1",2
"ITGB5",22
"KALRN",13
"KLF15",46
"KPNA1",20
"LRRC58",0
"MCM2",11
"MGLL",1
"MUC13",2
"MYLK",20
"NDUFB4",1
"NR1I2",11
"OSBPL11",1
"PARP14",32
"PARP15",2
"PARP9",42
"PDIA5",0
"PLA1A",0
"PLXNA1",37
"PODXL2",2
"POGLUT1",13
"POLQ",13
"POPDC2",9
"RABL3",18
"ROPN1",4
"ROPN1B",13
"SEC22A",2
"SEMA5B",38
"SLC12A8",2
"SLC15A2",13
"SLC41A3",0
"SNX4",56
"STXBP5L",6
"TIMMDC1",0
"TMEM39A",13
"TPRA1",11
"TXNRD3",0
"UMPS",8
"UPK1B",0
"UROC1",0
"WDR5B",7
"ZNF148",2
"ZNF197",2
"ZNF660",0
"ZXDC",2
"FGF9",131
"MICU2",1
"SAP18",7
"SKA3",1
"ZDHHC20",3
"CCDC124",3
"FOXD2",2
"FOXE3",16
"FAT4",4
"AKAP11",3
"CENPJ",33
"EPSTI1",0
"FAM216B",0
"TNFSF11",113
"ACYP2",0
"AUP1",4
"DOK1",5
"DQX1",0
"HTRA2",63
"LOXL3",67
"M1AP",1
"RTN4",74
"SPTBN1",15
"TSPYL6",3
"ABCG2",4
"AFF1",0
"DMP1",8
"FSTL5",7
"HERC5",6
"HERC6",1
"HSD17B11",3
"HSD17B13",2
"IBSP",5
"KLHL8",0
"MEPE",2
"NUDT9",0
"PKD2",126
"PPM1K",0
"SPARCL1",1
"SPP1",62
"ANGPTL1",1
"CACNA1E",1
"DHX9",60
"GLUL",21
"NPL",1
"RALGPS2",3
"RGS16",3
"RGS8",9
"RGSL1",0
"RNASEL",20
"SHCBP1L",4
"TEDDM1",0
"ZNF648",0
"SOX11",123
"ADCY3",8
"CENPO",1
"DNAJC27",17
"DNMT3A",47
"DTNB",0
"EFR3B",1
"ITSN2",12
"NCOA1",75
"PLB1",4
"POMC",35
"PPP1CB",26
"PTRHD1",0
"SPDYA",28
"TRMT61B",2
"WDR43",7
"TMCC3",1
"BCL2A1",10
"CIB2",7
"MTHFS",0
"NTRK3",52
"ST20-MTHFS",0
"TBC1D2B",2
"PPP1R3C",20
"TNKS2",27
"FUT3",5
"FUT5",4
"APOB",7
"LAPTM4A",0
"MATN3",3
"OSR1",103
"PUM2",59
"RHOB",55
"SDC1",43
"TDRD15",0
"TTC32",0
"WDR35",0
"ABLIM3",12
"AFAP1L1",0
"ARHGEF37",0
"ARSI",0
"CAMK2A",48
"CD74",197
"CDX1",12
"CSF1R",99
"CSNK1A1",51
"GRPEL2",0
"HMGXB3",0
"IL17B",1
"NDST1",26
"PCYOX1L",0
"PDE6A",6
"PDGFRB",126
"PPARGC1B",50
"RPS14",8
"SH3TC2",17
"SLC26A2",5
"SLC6A7",0
"SYNPO",4
"TCOF1",14
"TIGD6",0
"CHRM3",26
"LMO4",37
"PUS1",1
"SFSWAP",0
"CGNL1",7
"MPHOSPH8",24
"TPTE2",0
"ALOX15",37
"ANKFY1",3
"ARRB2",80
"C17orf107",0
"CAMTA2",12
"CHRNE",4
"CXCL16",16
"CYB5D2",2
"ENO3",7
"GGT6",0
"GLTPD2",0
"GP1BA",26
"INCA1",28
"KIF1C",0
"MED11",3
"MINK1",21
"MYBBP1A",35
"PELP1",8
"PFN1",41
"PLD2",13
"PSMB6",1
"RNF167",21
"SCIMP",45
"SLC25A11",5
"SLC52A1",3
"SMTNL2",0
"SPAG7",0
"SPNS2",15
"SPNS3",0
"TM4SF5",9
"UBE2G1",2
"USP6",1
"VMO1",0
"WSCD1",0
"ZFP3",0
"ZMYND15",2
"ZNF232",0
"ZNF594",2
"ZZEF1",6
"TMC2",3
"CRYGB",9
"CRYGC",5
"CRYGD",10
"NDST3",4
"TRAPPC10",0
"ALG6",0
"ATG4C",2
"DOCK7",36
"EFCAB7",22
"FOXD3",3
"ITGB3BP",3
"USP1",16
"ABCD4",1
"ACOT1",0
"ACOT2",0
"ACOT4",0
"ACOT6",0
"ACTN1",14
"ACYP1",0
"ADAM20",9
"ADAM21",9
"AKAP5",29
"ALDH6A1",1
"ANGEL1",0
"AREL1",1
"ARG2",72
"BATF",76
"CCDC177",0
"CHURC1",4
"CHURC1-FNTB",0
"COQ6",2
"COX16",0
"DCAF4",0
"DLST",0
"DNAL1",0
"DPF3",18
"EIF2B2",30
"ENTPD5",0
"ERH",1
"ESR2",21
"ESRRB",40
"EXD2",2
"FAM161B",0
"FCF1",1
"FLVCR2",0
"FNTB",0
"FOS",112
"GALNT16",1
"GPATCH2L",0
"GPX2",1
"HEATR4",0
"HSPA2",23
"IFT43",0
"IRF2BPL",0
"ISCA2",0
"JDP2",12
"KCNH5",9
"LIN52",3
"LTBP2",5
"MAP3K9",9
"MAX",33
"MED6",10
"MLH3",4
"MTHFD1",21
"NEK9",10
"NPC2",1
"NUMB",26
"PAPLN",0
"PGF",46
"PIGH",0
"PLEK2",6
"PLEKHD1",0
"PLEKHG3",6
"PLEKHH1",0
"PNMA1",3
"PPP1R36",1
"PPP2R5E",1
"PROX2",0
"PSEN1",178
"PTGR2",0
"RAB15",14
"RBM25",1
"RDH11",8
"RGS6",3
"RHOJ",38
"RPS6KL1",3
"SGPP1",10
"SIPA1L1",16
"SLC10A1",10
"SLC39A9",14
"SLC8A3",35
"SMOC1",9
"SPTB",6
"SRSF5",1
"SYNDIG1L",0
"SYNJ2BP",30
"SYT16",0
"TGFB3",109
"TMED10",13
"TMEM229B",1
"TTC9",2
"TTLL5",6
"VASH1",32
"VRTN",0
"VSX2",2
"VTI1B",5
"WDR89",2
"ZBTB1",63
"ZBTB25",2
"ZC2HC1C",0
"ZFP36L1",117
"ZFYVE1",13
"ZNF410",1
"CSMD2",0
"KHDRBS1",26
"KPNA6",13
"PTP4A2",0
"SPOCD1",5
"TMEM39B",0
"PLA2G1B",65
"PXN",37
"RPLP0",2
"ADAM23",1
"FASTKD2",1
"MDH1B",0
"RAB8A",29
"TPM4",6
"ACBD5",2
"ACBD7",0
"ANKRD26",3
"BAMBI",34
"CDNF",2
"DCLRE1C",16
"FAM171A1",3
"HSPA14",0
"KIAA1217",2
"LYZL1",0
"MASTL",18
"MEIG1",1
"MPP7",13
"MTPAP",0
"NMT2",8
"OLAH",0
"OTUD1",0
"RAB18",10
"RPP38",1
"ST8SIA6",3
"SUV39H2",21
"SVIL",14
"TRDMT1",4
"VIM",35
"WAC",42
"WDR37",5
"YME1L1",0
"DDRGK1",55
"FASTKD5",1
"ITPA",1
"LZTS3",3
"SLC4A11",9
"UBOX5",4
"FST",38
"ITGA1",31
"ITGA2",97
"MOCS2",1
"PELO",17
"GNAZ",25
"PRAME",8
"RAB36",4
"ZNF280A",0
"ZNF280B",0
"ACBD3",0
"ACOT11",6
"AGT",149
"ANGEL2",6
"ARF1",16
"BATF3",10
"C1orf35",0
"CACYBP",3
"CAPN9",0
"CD34",50
"CDA",10
"CENPF",31
"CNIH3",4
"COG2",0
"CTSE",0
"DMRTB1",2
"DNAH14",0
"DTL",32
"DUSP10",92
"ENAH",8
"EPHX1",1
"FAM151A",0
"FAM43B",0
"FLVCR1",34
"FMN2",15
"GJC2",30
"GLIS1",2
"GUK1",1
"HHAT",3
"HHIPL2",0
"IBA57",0
"INTS7",13
"KCNH1",10
"KCNK2",37
"KCTD3",0
"KIAA0040",0
"LBR",3
"LEFTY1",14
"LEFTY2",6
"LRP8",47
"MAP10",7
"MIXL1",19
"MROH7",0
"MRPL55",0
"MRPS14",0
"NAV1",1
"NDC1",5
"NSL1",4
"NTPCR",1
"PGBD5",2
"PPP2R5A",11
"PROX1",169
"PTPN14",13
"PYCR2",3
"RPS6KC1",3
"SDE2",31
"SIPA1L2",4
"SMYD2",23
"SRP9",0
"SSBP3",11
"TAF1A",1
"TATDN3",0
"TMEM63A",0
"TNN",40
"VASH2",20
"WNT3A",186
"WNT9A",21
"YIPF1",0
"ERBB4",96
"GINM1",0
"KATNA1",2
"FBXO10",0
"POLR1E",5
"TOMM5",0
"FLII",8
"AP1M1",4
"ARRDC2",0
"C19orf44",0
"CALR3",0
"CHERP",3
"EPS15L1",2
"KLF2",57
"SLC35E1",0
"PAIP2B",0
"B3GAT1",6
"GCOM1",0
"MYZAP",3
"POLR2M",1
"METTL23",10
"MFSD11",0
"MGAT5B",1
"SEC14L1",15
"SRSF2",3
"ABI2",36
"CTLA4",56
"ICOS",17
"PARD3B",4
"AIPL1",9
"RABEP1",2
"ASTE1",0
"ATP2C1",11
"CCNL1",8
"LEKR1",0
"MRPL3",0
"NEK11",13
"NUDT16",3
"PIK3R4",24
"PTX3",31
"SSR3",0
"TIPARP",27
"BRPF3",9
"KCTD20",0
"MAPK13",32
"MAPK14",180
"PNPLA1",0
"TCP11",6
"ZNF76",3
"ACAT2",0
"FNDC1",0
"IGF2R",21
"KLHL32",0
"LPA",1
"MAS1",39
"MMS22L",2
"MRPL18",0
"OGFRL1",0
"PLG",34
"PNLDC1",7
"SLC22A1",11
"SLC22A3",3
"SOD2",89
"TCP1",31
"WTAP",2
"EDF1",13
"MAMDC4",0
"PHPT1",15
"ANO3",3
"FIBIN",7
"SLC5A12",0
"CHMP6",30
"CACNA1B",5
"DMRT1",33
"DMRT2",9
"DMRT3",11
"C10orf99",0
"CCSER2",0
"CDHR1",3
"GHITM",9
"LRIT1",0
"LRIT2",0
"RGR",6
"GRAPL",5
"CD109",43
"COL12A1",6
"COX7A2",1
"DDX43",0
"DPPA5",0
"EEF1A1",19
"FILIP1",1
"KHDC1",9
"KHDC1L",9
"KHDC3L",15
"MTO1",1
"MYO6",17
"OOEP",19
"SENP6",4
"SLC17A5",2
"TMEM30A",12
"ACSBG2",0
"MLLT1",5
"RFX2",3
"C3orf36",0
"RAB6B",4
"SI",1
"SLCO2A1",0
"TF",24
"CCDC85A",1
"CCDC88A",32
"CLHC1",0
"DPP4",56
"FAP",23
"GCA",1
"GCG",52
"IFIH1",28
"KCNH7",2
"MTIF2",4
"RPS27A",2
"SLC4A10",9
"TANK",29
"PACS2",2
"PAX1",1
"TLDC2",1
"FBXW10",0
"GRAP",6
"TBC1D28",0
"TRIM16L",0
"TVP23B",0
"ZNF286B",0
"ETV7",2
"PXT1",2
"CCDC63",1
"MYL2",28
"PABPC5",0
"ACOT7",0
"ASAP3",8
"CAMTA1",4
"CHD5",14
"E2F2",18
"GPR153",0
"HES3",5
"ICMT",1
"ID3",26
"KCNAB2",7
"MDS2",0
"NPHP4",22
"RPL22",9
"TCEA3",0
"ZNF436",2
"ACSBG1",6
"ADAMTS7",14
"ANKRD34C",3
"CHRNA3",27
"CHRNA5",6
"CHRNB4",11
"CRABP1",0
"CTSH",50
"DNAJA4",12
"HYKK",0
"IDH3A",1
"IREB2",10
"MORF4L1",16
"PSMA4",0
"RASGRF1",15
"RCN2",0
"ST20",28
"TMED3",0
"WDR61",0
"CDH1",78
"CDH3",44
"ALCAM",13
"BBX",2
"CBLB",78
"CCDC54",0
"CD47",64
"DZIP3",2
"GUCA1C",1
"HHLA2",39
"IFT57",34
"MORC1",5
"MYH15",0
"RETNLB",1
"TRAT1",25
"TANC1",12
"WDSUB1",0
"CNTN4",10
"CRBN",7
"IL5RA",9
"LRRN1",5
"TRNT1",1
"SATB2",21
"BSDC1",0
"CCDC28B",0
"DCDC2B",0
"EIF3I",0
"FAM167B",0
"FAM229A",0
"HDAC1",149
"IQCC",0
"LCK",82
"MARCKSL1",0
"TMEM234",0
"TRIM62",23
"TSSK3",15
"TXLNA",1
"SOAT2",0
"CACNG2",14
"EIF3D",3
"FOXRED2",0
"IFT27",9
"KCTD17",6
"MPST",5
"MYH9",47
"NCF4",5
"PVALB",0
"TEX33",0
"TMPRSS6",9
"TST",0
"TXN2",12
"HTR2C",23
"HUWE1",20
"PXDN",10
"TPO",7
"FTO",16
"RPGRIP1L",48
"ABCD3",2
"ARHGAP29",6
"DNAJB4",2
"FUBP1",0
"GIPC2",0
"OLFM3",10
"CYTH2",5
"EMP3",0
"GRIN2D",9
"GRWD1",4
"KCNJ14",1
"KDELR1",7
"LMTK3",3
"SYNGR4",0
"TMEM143",0
"BOLA3",0
"C2orf81",0
"CCDC142",0
"DCTN1",12
"EIF2AK3",69
"FABP1",36
"INO80B",15
"KRCC1",0
"LBX2",12
"MOB1A",6
"MOGS",2
"MRPL53",0
"MTHFD2",0
"PCGF1",4
"RGPD2",6
"RPIA",3
"RTKN",7
"SEMA4F",37
"SLC4A5",10
"SMYD1",27
"TET3",4
"TEX37",0
"THNSL2",0
"TLX2",15
"TTC31",0
"WBP1",0
"WDR54",5
"CLDND1",0
"CMSS1",0
"CPOX",0
"DCBLD2",6
"FILIP1L",0
"GPR15",7
"OR5AC2",0
"OR5H1",0
"OR5H14",0
"OR5H15",0
"OR5H2",0
"OR5H6",0
"OR5K1",0
"OR5K2",0
"OR5K3",0
"OR5K4",0
"ST3GAL6",4
"PCDH10",0
"YTHDC1",10
"ANTXR2",0
"FGF5",13
"PRDM8",21
"ELOVL5",8
"FBXO9",5
"GCM1",20
"GSTA3",1
"GSTA4",1
"KLHL31",13
"LRRC1",0
"FBXL18",0
"SLC29A4",1
"TNRC18",1
"SLC25A10",5
"FOXO4",54
"IL2RG",59
"MED12",53
"NLGN3",21
"SNX12",11
"AOX1",1
"BZW1",1
"CD28",122
"KCTD18",0
"RAPH1",8
"SPATS2L",0
"SLC25A48",0
"PAGE1",0
"PAGE4",13
"USP27X",11
"CNGA2",2
"FATE1",2
"GABRE",2
"GPR50",0
"MAGEA4",2
"PASD1",10
"PRRG3",0
"VMA21",0
"GPM6A",15
"ADCYAP1R1",29
"AQP1",112
"GHRHR",56
"PRR15",0
"NEDD4L",23
"BANK1",31
"SLC39A8",16
"ANAPC1",7
"FBLN7",2
"MERTK",53
"NMS",2
"PDCL3",19
"TMEM87B",0
"ZC3H8",51
"GSTCD",0
"INTS12",1
"MAD2L1",27
"NPNT",53
"TBCK",5
"EVPLL",0
"FAM106A",0
"LGALS9C",36
"ALG14",0
"CNN3",5
"PKN2",28
"SLC44A3",0
"AATK",8
"RPTOR",120
"TCF4",14
"TXNL4A",1
"AVPR1B",25
"FAM72A",0
"CTSD",27
"IFITM10",0
"KRTAP5-5",0
"KRTAP5-6",0
"LSP1",2
"MRPL23",0
"TNNI2",3
"TNNT3",5
"SNRPB",1
"TGM3",18
"TGM6",0
"ZNF343",2
"ATP6V0A1",8
"COASY",0
"GHDC",0
"HCRT",15
"HSD17B1",16
"KCNH4",1
"MLX",6
"NAGLU",101
"STAT3",200
"STAT5A",56
"STAT5B",151
"VPS53",0
"NDUFS4",6
"ADAMTS15",3
"ADAMTS8",0
"CADM1",23
"SNX19",10
"ST14",21
"ZBTB44",0
"C11orf58",0
"NUCB2",1
"PIK3C2A",51
"PLEKHA7",5
"RPS13",2
"RPS4Y1",0
"SRY",14
"TGIF2LY",2
"ZFY",2
"PSMC3IP",5
"RAMP1",11
"RBM44",0
"ARTN",26
"CDC20",39
"ELOVL1",3
"HYI",0
"KDM4A",36
"MED8",3
"PTPRF",14
"ST3GAL3",3
"SZT2",21
"CDK16",36
"UBA1",1
"USP11",3
"CALM2",38
"EPCAM",17
"FBXO11",2
"FOXN2",5
"GTF2A1L",6
"KCNK12",0
"LHCGR",50
"MCFD2",0
"MSH2",74
"MSH6",28
"PPP1R21",0
"SOCS5",116
"STON1",12
"STON1-GTF2A1L",0
"TTC7A",1
"BCR",90
"GABRA2",3
"ARHGAP10",3
"EDNRA",130
"NR3C2",15
"TMEM184C",0
"AKR1A1",4
"ATP6V0B",5
"B4GALT2",10
"BEST4",0
"CCDC17",0
"CCDC24",1
"DMAP1",40
"DPH2",0
"EIF2B3",15
"ERI3",1
"GPBP1L1",0
"HECTD3",0
"HPDL",0
"IPO13",5
"IPP",0
"KIF2C",4
"KLF17",0
"MMACHC",0
"MUTYH",1
"NASP",15
"PLK3",63
"PRDX1",23
"PTCH2",16
"RNF220",16
"RPS8",3
"SLC6A9",4
"TESK2",9
"TMEM53",18
"TMEM69",0
"TOE1",2
"UROD",0
"ZSWIM5",0
"DTX4",7
"FAM111A",6
"MPEG1",0
"OR4D10",0
"OR4D11",0
"OR4D6",0
"OR4D9",0
"OR5A1",0
"OR5A2",0
"OR5AN1",0
"OSBP",31
"P2RX3",19
"PATL1",4
"PRG2",15
"PRG3",5
"RTN4RL2",9
"SLC43A1",0
"SLC43A3",0
"SSRP1",5
"TIMM10",0
"TNKS1BP1",25
"UBE2L6",2
"CHRFAM7A",3
"OR4N4",0
"POTEB",0
"POTEB2",0
"TJP1",31
"COX7C",0
"ARL8A",5
"ELF3",8
"GPR37L1",25
"PTPN7",2
"RNPEP",0
"OR4F15",0
"OR4F4",0
"OR4F6",0
"MFSD8",7
"SCD5",0
"SEC31A",3
"TRPC3",19
"HS3ST5",6
"ATP6V0E1",5
"RPL26L1",0
"CRB2",48
"NFIL3",12
"ROR2",47
"STRBP",2
"RPL10L",0
"TRIM48",0
"OR4A47",0
"TRIM49B",0
"ABCA2",30
"AGPAT2",4
"ARRDC1",6
"BRD3",5
"C8G",5
"CLIC3",0
"DPH7",0
"EGFL7",11
"EHMT1",32
"FBXW5",4
"LCN10",0
"LCN12",0
"LCN15",0
"LCN6",0
"LCN8",0
"LCNL1",0
"MRPL41",0
"NOTCH1",406
"NSMF",21
"PNPLA7",0
"PTGDS",20
"RABL6",4
"TMEM141",0
"TRAF2",77
"VAV2",34
"ZMYND19",0
"HEXIM1",34
"HEXIM2",22
"IRX3",49
"RNF40",3
"ZNF629",2
"FBXL22",0
"HERC1",14
"LACTB",1
"RPS27L",35
"TPM1",47
"USP3",4
"ATP12A",1
"PARP4",5
"PSPC1",11
"ZMYM5",0
"NOX3",6
"BRCA1",88
"CCL11",45
"RND2",28
"VAT1",2
"ABI1",32
"APBB1IP",12
"GTPBP4",27
"IDI1",0
"IDI2",0
"LARP4B",3
"PDSS1",2
"CDKN2A",60
"CDKN2B",68
"DMRTA1",9
"HAUS6",2
"RRAGA",43
"BOLA2",0
"QPRT",0
"SLX1B",13
"SPN",104
"SULT1A4",2
"FGF2",255
"C6orf15",0
"CCHCR1",4
"CDSN",8
"DDR1",57
"FLOT1",64
"GTF2H4",6
"IER3",47
"MUC21",3
"MUC22",0
"POU5F1",31
"PSORS1C1",0
"PSORS1C2",0
"SFTA2",0
"TCF19",0
"TUBB",12
"VARS2",1
"MRPL33",0
"ACAA2",12
"LIPG",4
"MYO5B",1
"BSND",0
"DHCR24",18
"PARS2",1
"PCSK9",44
"TMEM61",0
"TTC22",0
"TTC4",0
"THADA",3
"ZFP36L2",58
"ACTB",95
"CCDC146",0
"FGL2",40
"GSAP",1
"PTPN12",11
"HSD11B1",3
"LRRC7",5
"CCDC141",5
"FKBP7",0
"OSBPL6",1
"PDE11A",4
"PLEKHA3",0
"PRKRA",25
"RBM45",0
"TTC30A",0
"TTC30B",0
"TTN",43
"CBR1",5
"CBR3",2
"HLCS",4
"IGSF5",1
"PCP4",2
"PIGP",0
"RIPPLY3",3
"SETD4",20
"TGFBR3",90
"RWDD3",11
"GOLGA6L2",0
"MAGEL2",4
"MKRN3",0
"NDN",20
"GABRG3",3
"GOLGA8F",0
"GOLGA8G",0
"HERC2",2
"OCA2",3
"C16orf87",0
"CTU2",1
"CYBA",36
"DNAJA2",2
"GPT2",24
"IL17C",0
"ITFG1",0
"MVD",0
"MYLK3",19
"ORC6",1
"PIEZO1",19
"RNF166",2
"SHCBP1",7
"SNAI3",3
"VPS35",45
"ZC3H18",6
"ATP6V1A",10
"BOC",6
"CD200R1",21
"CD200R1L",2
"CEP97",4
"DPPA2",1
"DPPA4",5
"DRD3",48
"GRAMD1C",4
"GTPBP8",3
"LNP1",0
"NAA50",6
"NFKBIZ",128
"NIT2",0
"NXPE3",0
"PCNP",0
"RPL24",15
"SIDT1",0
"SPICE1",3
"TBC1D23",1
"TIGIT",20
"TRMT10C",2
"ZBTB11",0
"ZDHHC23",0
"ZNF80",0
"ZPLD1",0
"CNTNAP4",2
"TANGO6",0
"HSFX1",0
"HSFX2",0
"IDS",2
"MAGEA11",1
"MAGEA8",1
"MAGEA9",1
"TMEM185A",0
"ANKRD30B",0
"PIEZO2",6
"POTEC",0
"OR2B2",0
"DCLK2",10
"LRBA",2
"MAB21L2",7
"PCDH18",0
"PRSS48",0
"RPS3A",2
"SH3D19",7
"ABCC4",5
"ARGLU1",1
"CLDN10",3
"CLYBL",2
"DAOA",3
"DCT",16
"DNAJC3",9
"DOCK9",3
"DZIP1",11
"EFNB2",73
"FARP1",8
"GGACT",0
"GPR18",34
"GPR180",0
"GPR183",61
"HS6ST3",0
"IPO5",49
"ITGBL1",7
"MBNL2",0
"NALCN",2
"OXGR1",0
"PCCA",0
"RAP2A",25
"RNF113B",1
"SLC10A2",0
"SLC15A1",0
"SOX21",11
"STK24",37
"TGDS",0
"TM9SF2",2
"TMTC4",2
"UBAC2",10
"UGGT2",0
"ZIC2",4
"ZIC5",0
"B2M",78
"DUOX1",16
"DUOX2",16
"DUOXA1",10
"DUOXA2",11
"EIF3J",0
"LCTL",9
"PATL2",3
"RPL4",2
"SNAPC5",2
"SORD",5
"SPG11",27
"TRIM69",1
"ZWILCH",16
"ATOH1",46
"HPGDS",1
"PDLIM5",30
"SMARCAD1",6
"PHLPP1",13
"SMIM21",0
"TSHZ1",10
"ZADH2",0
"ZCCHC2",0
"ZNF236",4
"ZNF407",0
"ZNF516",11
"C20orf141",0
"CPXM1",0
"GNRH2",1
"MRPS26",0
"PCED1A",0
"PTPRA",21
"TMEM239",0
"VPS16",3
"CNOT1",30
"GNAO1",15
"NDRG4",49
"SETD6",14
"EGFL6",4
"TCEANC",0
"AHNAK",9
"EEF1G",1
"TUT1",4
"AAAS",8
"CSAD",0
"ITGB7",15
"MAP3K12",34
"MFSD5",0
"NPFF",0
"PCBP2",12
"PFDN5",15
"PRR13",0
"RARG",89
"SP7",20
"TARBP2",39
"ZNF740",0
"COL24A1",0
"TTLL7",0
"ZNHIT6",7
"CHML",2
"EXO1",21
"FH",9
"GREM2",19
"KMO",15
"MAP1LC3C",11
"OPN3",26
"RGS7",6
"WDR64",0
"IZUMO2",0
"KCNC3",2
"MYH14",6
"NAPSA",0
"NR1H2",74
"POLD1",12
"SPIB",2
"CBY3",0
"CDC42SE2",11
"CLK4",7
"HINT1",9
"HNRNPH1",0
"LYRM7",0
"RAPGEF6",3
"ZFP2",0
"ZNF354A",0
"ZNF354B",1
"SH2D4A",1
"MBL2",28
"ALDOA",8
"BOLA2B",0
"C16orf92",0
"CORO1A",77
"DOC2A",10
"GDPD3",0
"HIRIP3",0
"INO80E",15
"MAPK3",199
"PPP4C",5
"SLX1A",13
"SULT1A3",2
"TAOK2",56
"TBX6",43
"TMEM219",0
"YPEL3",2
"ITGA4",66
"CSRP1",15
"LAD1",1
"PHLDA3",10
"PKP1",7
"TNNI1",17
"TNNT2",21
"AZI2",11
"CMC1",0
"ANO5",0
"SLC17A6",5
"APLP2",3
"BARX2",16
"NFRKB",15
"PRDM10",2
"SLC26A9",1
"NCAPG2",18
"VIPR2",4
"ACOX2",0
"FAM107A",57
"FAM3D",13
"KCTD6",1
"PDHB",5
"PXK",5
"RPP14",1
"SLC25A51",0
"BRINP3",8
"C1orf53",0
"LHX9",16
"ERGIC1",0
"SPDL1",17
"DCAF10",0
"EXOSC3",45
"FRMPD1",0
