"n_interactions","queryItem"
0,"STK33"
3,"TRIM66"
2,"RPL27A"
0,"ST5"
0,"FAM173B"
0,"MARCH6"
0,"WDR16"
0,"USP43"
0,"DHRS7C"
1,"GLP2R"
0,"CPNE9"
0,"ARPC4-TTLL3"
0,"RCVRN"
0,"TMEM170B"
6,"C2orf48"
0,"SLC2A9"
0,"ANKRD33B"
1,"MYH8"
0,"MYH1"
2,"MYH3"
2,"AMPD3"
1,"MTRNR2L8"
0,"RNF141"
2,"LYVE1"
0,"MRVI1"
7,"CTR9"
3,"EIF4G2"
0,"ZBED5"
0,"SNX29"
0,"C19orf52"
0,"THSD7A"
0,"PEX14"
0,"CASZ1"
0,"C1orf127"
1,"CSNK2A3"
0,"USP47"
0,"C19orf80"
0,"CCDC159"
0,"PQLC3"
0,"LOH12CR1"
0,"CCDC151"
0,"ZNF625-ZNF20"
0,"KIAA1456"
0,"C3orf83"
1,"MKL2"
0,"ANKRD62"
0,"SLMO1"
0,"ISM1"
0,"MICALCL"
0,"PARVA"
4,"TEAD1"
0,"MAN2B1"
2,"WDR83"
0,"WDR83OS"
1,"DHPS"
0,"C19orf43"
0,"ASNA1"
0,"PRPS2"
4,"TLR7"
2,"TLR8"
0,"RAB28"
0,"NKX3-2"
1,"BOD1L1"
0,"PRAMEF26"
0,"PRAMEF9"
0,"PRAMEF13"
0,"PRAMEF19"
0,"PRAMEF20"
0,"ESF1"
0,"TRAPPC2"
0,"OFD1"
0,"GPM6B"
0,"GEMIN8"
0,"FANCB"
0,"MOSPD2"
0,"FAM105A"
0,"FAM105B"
0,"ZFYVE20"
0,"FAM84A"
2,"H2AFJ"
0,"ASB9"
0,"ASB11"
0,"PIGA"
20,"FIGF"
1,"PIR"
1,"BMX"
2,"ACE2"
0,"TMEM27"
0,"AP1S2"
3,"GRPR"
0,"MAGEB17"
0,"CTPS2"
0,"S100G"
0,"SYAP1"
0,"FAM211A"
0,"C16orf45"
0,"KIAA0430"
0,"FAM188A"
0,"MARCH11"
1,"FAM134B"
0,"FAM49A"
0,"ISPD"
0,"LRRC72"
0,"POTEH"
0,"OR11H1"
0,"CCT8L2"
1,"XKR3"
0,"STMND1"
0,"FAM129C"
1,"UNC13A"
2,"MED9"
1,"RASD1"
0,"PEMT"
2,"CSRP2BP"
0,"LRRC48"
0,"CXADR"
0,"BTG3"
0,"C21orf91"
4,"MRC1L1"
0,"TMEM236"
0,"FAM184B"
3,"DCAF16"
7,"NCAPG"
1,"LCORL"
0,"SERGEF"
0,"TPH1"
0,"SAAL1"
0,"MRGPRX3"
2,"MRGPRX4"
0,"SAA4"
0,"SAA2"
0,"SAA1"
7,"LDHA"
0,"LDHC"
1,"LDHAL6A"
0,"KIAA1683"
0,"C19orf60"
0,"GREB1L"
0,"PP2D1"
4,"SGOL1"
3,"DGCR14"
0,"GSC2"
0,"LST3"
0,"DENND4C"
0,"C10orf112"
0,"C10orf113"
0,"PTPLAD2"
0,"TWISTNB"
0,"DNAH11"
2,"C12orf39"
0,"SEPT5"
2,"C22orf29"
0,"C18orf8"
0,"DBX1"
0,"C17orf103"
0,"GGTLC3"
0,"USP41"
0,"MTRNR2L1"
4,"SLIT2"
0,"PACRGL"
0,"KCNIP4"
1,"RALGAPA2"
1,"NKX2-4"
0,"N6AMT2"
0,"ZNF430"
4,"NUPL2"
0,"TMEM253"
0,"DMTN"
0,"FAM160B2"
5,"PPP3CC"
1,"SORBS3"
2,"SALL2"
0,"OR10G3"
0,"OR10G2"
0,"OR4E2"
0,"ECE1"
0,"NBPF3"
1,"ALPL"
0,"NCAM2"
0,"USP48"
0,"LDLRAD2"
9,"HSPG2"
0,"CELA3B"
0,"CELA3A"
39,"CDC42"
4,"WNT4"
0,"ZBTB40"
2,"EPHA8"
2,"C1QA"
2,"C1QC"
0,"LACTBL1"
0,"C1orf234"
31,"KDM1A"
0,"ZNF99"
0,"ZNF645"
0,"MPP6"
2,"DFNA5"
0,"KLHL29"
0,"ATAD2B"
0,"C10orf115"
0,"ZNF724P"
2,"RBBP6"
5,"TNRC6A"
23,"CDH2"
0,"IZUMO3"
1,"FAM65B"
0,"SOD3"
0,"CCDC149"
0,"LGI2"
0,"SEPSECS"
1,"PI4K2B"
0,"ZCCHC4"
2,"ANAPC4"
1,"SLC34A2"
0,"SEL1L3"
0,"SMIM20"
0,"CTSG"
0,"GZMH"
12,"GZMB"
0,"LRRC16A"
3,"HIST1H2AA"
9,"HIST1H2BA"
0,"CRYBB3"
0,"CRYBB2"
0,"LRP5L"
4,"ADRBK2"
0,"MYO18B"
0,"SEZ6L"
4,"CCKAR"
0,"TBC1D19"
0,"STIM2"
0,"DSC3"
0,"SEPN1"
0,"MTFR1L"
1,"AUNIP"
0,"PAQR7"
6,"STMN1"
0,"PAFAH2"
1,"EXTL1"
0,"SLC30A2"
3,"TRIM63"
0,"PDIK1L"
0,"FAM110D"
0,"ZNF593"
1,"GABRB3"
0,"DCAF8L2"
0,"MAGEB10"
0,"DCAF8L1"
0,"SLC4A7"
0,"ATP5J"
25,"HIST1H2BJ"
15,"HIST1H2AG"
24,"HIST1H2BK"
2,"HIST1H2AH"
1,"PAN3"
1,"ADAMTS1"
0,"ADAMTS5"
0,"SCAND3"
0,"ZNF311"
0,"HECTD1"
0,"FBXO16"
3,"FZD3"
0,"KIF13B"
0,"TMEM66"
0,"GAREM"
0,"MEP1B"
0,"KLHL14"
0,"PHACTR4"
3,"RCC1"
1,"TRNAU1AP"
5,"TAF12"
0,"RAB42"
0,"GMEB1"
1,"YTHDF2"
1,"OPRD1"
2,"FAM60A"
0,"METTL20"
33,"H3F3C"
0,"ZNRD1"
0,"TRIM31"
5,"MDC1"
0,"IL1RAPL1"
0,"MAGEB2"
0,"MAGEB3"
0,"MAGEB4"
0,"MAGEB1"
6,"NR0B1"
0,"CXorf21"
0,"GK"
9,"TAB3"
0,"C20orf112"
2,"GATSL3"
1,"WIPF3"
0,"C7orf41"
2,"GARS"
0,"KIAA1658"
0,"SEC14L6"
0,"SELM"
0,"PRR14L"
0,"KIAA1462"
0,"EFCAB8"
0,"BPIFB4"
0,"FTHL17"
1,"GRIK1"
0,"CLDN17"
0,"CLDN8"
0,"KRTAP24-1"
0,"KRTAP25-1"
0,"KRTAP26-1"
0,"KRTAP27-1"
0,"KRTAP23-1"
0,"KRTAP13-2"
0,"KRTAP13-1"
0,"KRTAP13-3"
0,"KRTAP13-4"
0,"KRTAP15-1"
0,"KRTAP19-1"
0,"KRTAP19-2"
0,"KRTAP19-3"
0,"KRTAP19-4"
0,"KRTAP19-5"
0,"KRTAP19-6"
0,"KRTAP19-7"
0,"KRTAP22-2"
0,"KRTAP6-3"
0,"KRTAP6-2"
0,"KRTAP22-1"
0,"KRTAP6-1"
0,"KRTAP20-1"
0,"KRTAP20-4"
0,"KRTAP20-2"
0,"KRTAP20-3"
0,"KRTAP21-3"
0,"MEGT1"
1,"C6orf25"
0,"MSH5-SAPCD1"
0,"VWA7"
0,"VARS"
0,"AL645922.1"
0,"C6orf10"
0,"B3GALTL"
0,"MTMR10"
0,"TRPM1"
0,"KLF13"
0,"OTUD7A"
0,"CCDC129"
2,"ASXL3"
0,"DTNA"
2,"MAPRE2"
0,"ZNF397"
0,"ZSCAN30"
0,"ZNF24"
0,"ZNF396"
4,"INO80C"
0,"GALNT1"
0,"C18orf21"
0,"RPRD1A"
0,"SLC39A6"
3,"ELP2"
0,"MOCOS"
0,"FHOD3"
0,"KIAA1328"
0,"DYNC1LI1"
0,"CNOT10"
0,"KRTAP21-2"
0,"KRTAP21-1"
0,"C21orf59"
1,"HLA-DQA2"
1,"HLA-DQB2"
2,"HLA-DOB"
1,"TAP2"
1,"PSMB8"
0,"SPAST"
0,"SLC30A6"
1,"NLRC4"
0,"YIPF4"
2,"BIRC6"
0,"TTC27"
0,"LTBP1"
8,"RASGRP3"
0,"FAM98A"
0,"TARS"
0,"TMEM132E"
0,"GDF5OS"
0,"CEP250"
0,"ZBTB8B"
1,"YARS"
0,"C11orf74"
0,"SYN3"
0,"LARGE"
3,"PDCD6IP"
0,"KIF24"
0,"KIAA1161"
0,"KIAA0355"
0,"C19orf55"
0,"OVOL3"
0,"CELF4"
2,"KIAA0391"
1,"C6orf1"
2,"RPS10-NUDT3"
0,"C6orf106"
0,"C17orf66"
2,"CCL4L1"
2,"CCL3L1"
0,"KATNBL1"
0,"EMC4"
0,"SLC12A6"
2,"NOP10"
3,"NUTM1"
0,"LPCAT4"
0,"GOLGA8A"
0,"GOLGA8B"
3,"GJD2"
2,"AQR"
0,"ZNF770"
0,"KIAA1045"
0,"ARPP21"
0,"STAC"
0,"DCLK3"
0,"TRANK1"
0,"EPM2AIP1"
0,"HMGXB4"
0,"MROH8"
0,"ARHGAP40"
0,"C5orf42"
1,"SPG20"
13,"AGO1"
7,"AGO3"
0,"TEKT2"
0,"ADPRHL2"
2,"COL8A2"
0,"TRAPPC3"
0,"MAP7D1"
2,"THRAP3"
0,"SH3D21"
0,"EVA1B"
4,"STK40"
1,"LSM10"
0,"OSCP1"
1,"MRPS15"
17,"CSF3R"
0,"GRIK3"
0,"RAB44"
0,"HKR1"
0,"C15orf41"
1,"MEIS2"
0,"TMCO5A"
1,"UTP11L"
0,"MTRNR2L7"
0,"C8orf4"
0,"ELFN2"
4,"H1F0"
0,"FAM227A"
0,"CXorf27"
1,"OTC"
0,"TSPAN7"
0,"MID1IP1"
0,"ACAA1"
17,"MYD88"
0,"OXSR1"
0,"SLC22A13"
0,"SLC22A14"
0,"XYLB"
1,"SCN11A"
0,"KLF3"
1,"TLR10"
2,"TLR1"
2,"TLR6"
0,"FAM114A1"
0,"TMEM156"
0,"WDR19"
1,"RFC1"
13,"KLB"
5,"FYB"
0,"DSCR3"
0,"KCNJ15"
2,"FAM183B"
0,"CTAGE5"
0,"CNTNAP3"
1,"LPIN3"
2,"BCOR"
3,"GLTSCR1L"
8,"THBS1"
0,"FSIP1"
0,"GPR176"
2,"RPL9"
0,"LIAS"
0,"UGDH"
0,"SMIM14"
2,"UBE2K"
2,"PDS5A"
0,"YAE1D1"
0,"ZNF385C"
0,"HSPB9"
0,"C7orf10"
11,"PIK3C3"
0,"SYT4"
3,"FOXO6"
3,"ERG"
9,"ETS2"
1,"PSMG1"
3,"BRWD1"
0,"N4BP2"
4,"RHOH"
0,"CHRNA9"
2,"MKL1"
0,"RBM47"
0,"NSUN7"
1,"APBB2"
1,"HMGN1"
0,"WRB"
7,"USP9X"
13,"DDX3X"
0,"NYX"
2,"YAF2"
2,"ZCRB1"
0,"C2orf91"
0,"PKDCC"
21,"EML4"
0,"COX7A2L"
0,"KCNG3"
0,"OXER1"
0,"HAAO"
0,"CHP1"
2,"OIP5"
5,"NUSAP1"
2,"NBR1"
0,"TMEM106A"
0,"ARL4D"
2,"DHX8"
3,"ETV4"
1,"MEOX1"
0,"C17orf105"
0,"C17orf53"
0,"SLC4A1"
0,"C17orf104"
0,"DBF4B"
0,"CCDC103"
0,"FAM187A"
5,"GFAP"
1,"LEPRE1"
0,"CCDC23"
0,"WDR65"
0,"SEPP1"
0,"ATP5L2"
4,"ATP5A1"
0,"NIM1"
0,"C5orf28"
0,"SNAP23"
0,"LRRC57"
0,"HAUS2"
0,"STARD9"
0,"CDAN1"
1,"TTBK2"
3,"UBR1"
2,"EPB42"
0,"TMEM62"
1,"CCNDBP1"
0,"TGM5"
13,"TP53BP1"
0,"ADAMTS20"
0,"CXorf36"
0,"TCEB3CL2"
0,"TCEB3CL"
0,"TCEB3C"
0,"TCEB3B"
0,"STK17A"
1,"PHF16"
0,"URGCP-MRPS24"
0,"IRGC"
0,"SMG9"
1,"KCNN4"
0,"LYPD5"
0,"ZNF283"
0,"ZNF404"
0,"ZNF45"
0,"ZNF221"
0,"ZNF155"
6,"H2AFV"
0,"NACAD"
0,"TBRG4"
0,"YIPF7"
0,"GUF1"
0,"GNPDA2"
0,"PPP1R37"
0,"C10orf10"
0,"OR13A1"
0,"MARCH8"
0,"CD3EAP"
0,"OCSTAMP"
1,"NPEPPS"
0,"FAM21C"
3,"LIMD1"
0,"SLC6A20"
0,"LZTFL1"
5,"CCR9"
0,"FYCO1"
7,"CXCR6"
1,"XCR1"
8,"CCR3"
8,"CCR1"
10,"CCR2"
13,"CCR5"
2,"CCRL2"
0,"LTF"
0,"RTP3"
0,"LRRC2"
2,"TDGF1"
1,"ATP5G1"
0,"TRPM2"
0,"LRRC3DN"
0,"TSPEAR"
0,"KRTAP10-1"
0,"KRTAP10-2"
0,"KRTAP10-3"
0,"KRTAP10-4"
0,"KRTAP10-5"
0,"KRTAP10-6"
0,"KRTAP10-7"
0,"KRTAP10-8"
0,"KRTAP10-9"
0,"KRTAP10-10"
0,"KRTAP10-11"
0,"KRTAP12-4"
0,"KRTAP12-3"
0,"KRTAP12-2"
0,"KRTAP12-1"
0,"KRTAP10-12"
0,"UBE2G2"
1,"GABRG1"
0,"AGAP4"
0,"SYT15"
1,"GPRIN2"
0,"ANXA8L1"
0,"FAM25B"
0,"PNMAL1"
0,"PPP5D1"
0,"PNMAL2"
4,"VDR"
0,"TMEM106C"
1,"ZNF81"
2,"SSX1"
3,"SSX3"
2,"SSX4"
2,"SSX4B"
0,"ATP5S"
1,"SENP1"
1,"PFKM"
0,"AGAP9"
0,"FAM25G"
1,"ANXA8"
0,"ZNF488"
0,"RBP3"
2,"GDF2"
0,"GDF10"
0,"PTPN20B"
0,"ATP8B4"
1,"USP50"
0,"FAM65C"
0,"C7orf72"
0,"C8orf22"
0,"NTN5"
1,"FUT2"
0,"MAMSTR"
2,"RASIP1"
0,"IZUMO1"
0,"FUT1"
18,"FGF21"
0,"BCAT2"
0,"HSD17B14"
0,"PLEKHA4"
2,"PPP1R15A"
0,"TULP2"
0,"NUCB1"
0,"DHDH"
7,"BAX"
2,"MUT"
8,"CYP19A1"
0,"GLDN"
0,"DMXL2"
1,"SCG3"
0,"LYSMD2"
0,"TMOD2"
1,"TMOD3"
7,"LEO1"
4,"MAPK6"
2,"BCL2L10"
14,"GNB5"
0,"MYO5C"
1,"MYO5A"
0,"DEFB133"
0,"CCDC155"
2,"PTH2"
0,"SLC17A7"
0,"ALDH16A1"
17,"FLT3LG"
0,"PRR12"
3,"AP2A1"
0,"FUZ"
4,"MED25"
1,"PTOV1"
0,"PNKP"
13,"AKT1S1"
0,"TBC1D17"
3,"IL4I1"
5,"NUP62"
4,"ATF5"
1,"SIGLEC11"
0,"VRK3"
2,"FMNL3"
1,"TMBIM6"
0,"NCKAP5L"
0,"BCDIN3D"
1,"AQP2"
0,"AQP5"
0,"AQP6"
9,"RACGAP1"
0,"ASIC1"
9,"SMARCD1"
1,"GPD1"
0,"COX14"
0,"CERS5"
2,"LIMA1"
0,"TTLL8"
2,"CXorf67"
0,"SELO"
3,"PLXNB2"
2,"SHANK3"
0,"DIP2B"
0,"GALNT6"
0,"ANKRD33"
2,"ACVRL1"
2,"ACVR1B"
1,"GRASP"
5,"C12orf44"
0,"XAGE2B"
0,"XAGE1E"
0,"SSX7"
0,"ARPP19"
0,"FAM214A"
2,"ONECUT1"
0,"ERVV-2"
0,"ZNF845"
0,"DPRX"
1,"C14orf166"
0,"TXNDC12"
0,"BTF3L4"
0,"ZFYVE9"
0,"CC2D1B"
1,"TSPYL2"
2,"ERO1L"
0,"ARL15"
9,"HSPB3"
0,"CSTF2T"
4,"DKK1"
0,"ASB3"
0,"ESM1"
2,"GZMK"
4,"GZMA"
1,"CDC20B"
2,"GPX8"
0,"MCIDAS"
0,"CCNO"
1,"DHX29"
0,"TXNL1"
0,"WDR7"
1,"ATP5G2"
0,"TINAG"
1,"SKIV2L2"
0,"PPAP2A"
0,"MTRNR2L10"
3,"NCKAP1L"
1,"PDE1B"
1,"PPP1R1A"
0,"LACRT"
0,"DCD"
1,"IRX6"
0,"KIAA1211"
0,"THEGL"
2,"SUV420H2"
0,"FAM71E2"
0,"OR5W2"
0,"OR5I1"
0,"OR10AG1"
0,"OR5F1"
0,"SBK3"
0,"RFPL4A"
0,"RFPL4AL1"
0,"ZSCAN5B"
0,"ZSCAN5C"
0,"OR5AS1"
0,"OR8I2"
0,"OR8H2"
0,"OR8H3"
0,"OR8J3"
0,"OR8K5"
0,"OR5J2"
0,"ATP5E"
0,"SLMO2"
0,"OR8K1"
0,"OR5R1"
14,"NEDD4"
0,"RFX7"
0,"TEX9"
0,"MNS1"
18,"TCF12"
0,"BZRAP1"
2,"C17orf47"
1,"FAM208A"
0,"ACTBL2"
0,"SPIN3"
0,"SPIN2B"
0,"SPIN2A"
0,"PPAP2B"
0,"C1orf168"
0,"DUXA"
0,"MTRNR2L5"
0,"C11orf31"
0,"OR9Q2"
0,"OR1S2"
0,"OR1S1"
0,"OR10Q1"
0,"OR10W1"
0,"OR5B3"
0,"OR5B2"
0,"OR5B12"
0,"OR5B21"
0,"LPXN"
0,"ZFP91"
11,"CNTF"
4,"CDH20"
0,"RNF152"
0,"GIF"
0,"OOSP1"
0,"PLAC1L"
6,"MS4A1"
0,"MS4A12"
0,"MS4A13"
1,"MYO1E"
0,"FAM81A"
0,"GCNT3"
1,"GTF2A2"
2,"BNIP2"
0,"MTG2"
3,"IPMK"
0,"CISD1"
8,"UBE2D1"
2,"TFAM"
0,"CCDC175"
0,"MS4A18"
0,"VPS37C"
0,"DAK"
1,"CABLES2"
3,"NARG2"
2,"INADL"
3,"CDH8"
0,"C10orf107"
0,"ZNF727"
2,"LPHN3"
0,"C2CD4A"
0,"C2CD4B"
0,"RARRES3"
0,"HRASLS2"
2,"PLA2G16"
3,"C11orf84"
1,"RCOR2"
1,"COX8A"
3,"OTUB1"
1,"MACROD1"
1,"FLRT1"
2,"STIP1"
0,"FERMT3"
0,"AL445989.1"
1,"RPS6KA4"
0,"SLC22A11"
0,"SLC22A12"
0,"NRXN2"
6,"RASGRP2"
1,"PYGM"
5,"SF1"
1,"MAP4K2"
16,"MEN1"
0,"CDC42BPG"
0,"EHD1"
0,"ATG2A"
5,"PPP2R5B"
0,"GPHA2"
0,"C11orf85"
1,"BATF2"
0,"ARL2"
0,"SNX15"
0,"SAC3D1"
2,"NAALADL1"
5,"CDCA5"
0,"ZFPL1"
0,"VPS51"
0,"TM7SF2"
0,"ZNHIT2"
4,"FAU"
1,"SYVN1"
1,"MRPL49"
1,"CACHD1"
1,"PDE4B"
3,"SIPA1"
43,"RELA"
25,"KAT5"
1,"RNASEH2C"
0,"AP5B1"
0,"OVOL1"
8,"CFL1"
0,"SNX32"
3,"MUS81"
1,"EFEMP2"
1,"CTSW"
0,"FIBP"
0,"CCDC85B"
3,"FOSL1"
0,"C11orf68"
0,"DRAP1"
2,"SART1"
0,"EIF1AD"
9,"BANF1"
0,"CST6"
0,"GAL3ST3"
4,"SF3B2"
0,"B3GNT1"
10,"ADRBK1"
1,"DOK6"
0,"CD226"
0,"SGIP1"
0,"TCTEX1D1"
0,"INSL5"
0,"WDR78"
4,"SMAD6"
52,"SMAD3"
0,"AAGAB"
0,"IQCH"
0,"C15orf61"
1,"MAP2K5"
2,"MPP5"
1,"RTTN"
9,"SOCS6"
0,"FAM155B"
4,"C8orf44-SGK3"
0,"TCF24"
6,"CENPC"
0,"STAP1"
2,"UBA6"
0,"SKOR1"
13,"PIAS1"
22,"CALML4"
0,"CLN6"
0,"FEM1B"
1,"ITGA11"
7,"NFATC3"
1,"ESRP2"
0,"PLA2G15"
0,"SLC7A6"
0,"SLC7A6OS"
0,"PRMT7"
1,"BAI3"
0,"PDPR"
0,"CLEC18C"
0,"EXOSC6"
0,"AARS"
1,"DDX19B"
2,"UGT2B11"
2,"UGT2B28"
2,"UGT2B4"
0,"UGT2A1"
2,"UGT2A2"
0,"SULT1B1"
2,"SULT1E1"
0,"CSN1S1"
2,"CSN2"
0,"STATH"
0,"HTN3"
1,"HTN1"
0,"CBLN2"
0,"C4orf40"
0,"ODAM"
0,"FDCSP"
0,"CSN3"
0,"SDK2"
0,"NETO1"
0,"CABS1"
0,"SMR3A"
0,"SMR3B"
0,"PROL1"
1,"DDX19A"
0,"ST3GAL2"
0,"FUK"
0,"COG4"
5,"SF3B3"
1,"IL34"
0,"MTSS1L"
29,"TGFA"
0,"ADD2"
0,"WBSCR17"
3,"RYBP"
0,"VPS26A"
0,"SUPV3L1"
2,"HKDC1"
0,"TSPAN15"
1,"NEUROG3"
0,"C10orf35"
0,"COL13A1"
2,"H2AFY2"
0,"NPFFR1"
0,"C10orf54"
0,"FAM135A"
0,"C6orf57"
0,"SMAP1"
2,"MUC7"
0,"AMTN"
0,"AMBN"
0,"ENAM"
4,"IGJ"
1,"UTP3"
0,"RUFY3"
0,"GRSF1"
35,"PRKACG"
0,"AL358113.1"
0,"FAM189A2"
0,"APBA1"
0,"PTAR1"
0,"C9orf135"
0,"GRAMD2"
0,"PARP6"
0,"C15orf60"
0,"KIF19"
1,"ICT1"
2,"ATP5H"
0,"HN1"
0,"KIAA0195"
0,"MYO15B"
0,"MAMDC2"
2,"SMC5"
1,"KLF9"
1,"TRPM3"
0,"TMEM2"
0,"ABHD17B"
0,"C9orf85"
24,"IL8"
0,"ZCCHC13"
0,"SLC16A2"
0,"RLIM"
1,"KIAA2022"
53,"H3F3B"
0,"C15orf59"
0,"C9orf57"
0,"GDA"
0,"ZFAND5"
0,"TMC1"
4,"ALDH1A1"
5,"ANXA1"
0,"GLIPR1L2"
0,"GLIPR1"
1,"KRR1"
21,"AREGB"
0,"FAM149B1"
0,"TTC18"
2,"WDR59"
0,"ZNRF1"
0,"LDHD"
1,"ZFP1"
0,"CTRB2"
0,"CTRB1"
19,"BCAR1"
0,"CFDP1"
0,"TMEM231"
4,"GABARAPL2"
0,"ADAT1"
1,"KARS"
1,"PHLDA1"
1,"NAP1L1"
0,"SRRM3"
0,"SRCRB4D"
2,"SEPT9"
2,"TNRC6C"
0,"DNAH17"
0,"DDC8"
0,"FRG2C"
30,"SIN3A"
0,"PTPN9"
2,"SNUPN"
1,"IMP3"
0,"SNX33"
3,"CSPG4"
0,"ODF3L1"
0,"UBE2Q2"
0,"FBXO22"
0,"C15orf27"
0,"C4orf26"
2,"C10orf11"
0,"ST6GALNAC3"
0,"SALL3"
0,"ATP9B"
0,"BBS10"
0,"OSBPL8"
0,"FAM73A"
1,"SEPT11"
11,"NFATC1"
0,"PEAK1"
0,"ZCCHC5"
3,"LPAR4"
0,"PCSK5"
0,"RFK"
0,"GCNT1"
0,"PRUNE2"
0,"FOXB2"
1,"VPS13A"
5,"GNA14"
4,"WWOX"
1,"PIH1"
0,"NUTM2B"
0,"NUTM2E"
0,"RNF219"
0,"TBX22"
0,"FAM46D"
0,"BRWD3"
0,"HMGN5"
0,"IRAK1BP1"
0,"REG3G"
0,"REG1B"
0,"REG1A"
0,"REG3A"
1,"LRRTM1"
0,"OTOGL"
0,"C11orf82"
0,"RAB30"
0,"PCF11"
0,"ANKRD42"
0,"PTPRQ"
0,"OGFOD3"
0,"HEXDC"
0,"C17orf62"
0,"NARF"
0,"FN3KRP"
2,"CACNA2D1"
1,"POU3F4"
0,"CCDC90B"
0,"PCLO"
0,"FAM213A"
1,"SEMA3E"
0,"SEMA3A"
0,"CYLC1"
5,"RPS6KA6"
0,"HDX"
7,"SUCLG1"
0,"DNAH6"
0,"TRABD2A"
0,"TMSB10"
1,"KCMF1"
1,"TGOLN2"
0,"UBE3D"
0,"DOPEY1"
0,"PGM3"
0,"RWDD2A"
2,"ME1"
0,"PRSS35"
0,"SNAP91"
0,"RIPPLY2"
0,"CYB5R4"
0,"KIAA1009"
4,"LPAR3"
1,"POF1B"
0,"CHM"
0,"DACH2"
0,"SLC6A15"
0,"TSPAN19"
0,"LRRIQ1"
0,"C8orf59"
0,"C11orf73"
1,"WDR63"
0,"MCOLN3"
0,"SYDE2"
0,"KLHL4"
0,"AGBL1"
1,"HTR1E"
3,"CGA"
0,"ODF2L"
0,"CLCA2"
0,"CLCA1"
0,"SH3GLB1"
0,"SEP15"
0,"C7orf62"
0,"TRIM77"
4,"KIF7"
1,"TTC8"
0,"FOXN3"
0,"C7orf63"
0,"C15orf38-AP3S2"
0,"C15orf38"
0,"MTERF"
0,"BARHL2"
0,"ZNF644"
0,"PCDH11X"
3,"SPIN1"
0,"NXNL2"
3,"S1PR3"
32,"SHC3"
2,"FURIN"
1,"FES"
3,"TMEM55A"
0,"C14orf159"
0,"SMEK1"
0,"CLLU1OS"
0,"C12orf74"
4,"BRDT"
0,"EPHX4"
0,"KIAA1107"
0,"EVI5"
8,"RPL5"
0,"FAM69A"
1,"DIRAS2"
39,"SYK"
1,"FOLR4"
4,"MRE11A"
0,"FAM92A1"
3,"PROS1"
1,"ARL13B"
0,"STX19"
1,"DHFRL1"
0,"NSUN3"
6,"MTF2"
0,"TMED5"
0,"JRKL"
0,"SERPINA12"
1,"SERPINA4"
0,"SERPINA5"
0,"SERPINA3"
0,"GSC"
10,"DICER1"
0,"CLMN"
0,"SYNE3"
1,"MTRNR2L12"
1,"KIAA1429"
0,"C8orf37"
1,"MTERFD1"
0,"MANEA"
0,"GLRX5"
5,"TCL1B"
8,"TCL1A"
0,"C12orf55"
0,"C10orf129"
4,"SORBS1"
2,"ALDH18A1"
0,"TCTN3"
0,"C10orf131"
18,"BLNK"
3,"DNTT"
0,"OPALIN"
0,"GPR63"
0,"ANKRD36"
3,"RGMB"
3,"CHD1"
0,"TMEM131"
0,"C14orf177"
0,"ATP5J2-PTCD1"
0,"ATP5J2"
0,"TMPO"
0,"CERS3"
2,"POU3F2"
0,"FBXL4"
0,"KIAA1211L"
0,"FAM174A"
0,"ST8SIA4"
1,"CCDC85C"
0,"HHIPL1"
0,"CYP46A1"
1,"EML1"
1,"EVL"
0,"LINS"
0,"LPPR4"
0,"PALMD"
0,"FRRS1"
1,"AGL"
0,"FAXC"
0,"COQ3"
2,"PNISR"
0,"METAP1"
1,"ADH5"
1,"ADH4"
1,"ADH6"
1,"ADH1A"
1,"ADH1B"
1,"ADH7"
0,"C4orf17"
0,"TRMT10A"
0,"MTTP"
3,"DAPP1"
10,"LAMTOR3"
0,"DNAJB14"
21,"H2AFZ"
0,"DDIT4L"
0,"EMCN"
0,"TMEM133"
0,"GPR128"
0,"ALDH1A3"
25,"YY1"
0,"SLC25A29"
0,"SLC25A47"
0,"WARS"
0,"DIO3"
0,"DDI1"
0,"TCP11X1"
0,"TMSB15A"
1,"CCDC53"
0,"C5orf30"
1,"NUDT12"
1,"BEX1"
4,"NXF3"
0,"BEX4"
0,"TCEAL8"
0,"TCEAL5"
1,"BEX2"
0,"TCEAL7"
0,"WBP5"
0,"NGFRAP1"
0,"RAB40A"
1,"DYNC1H1"
68,"HSP90AA1"
0,"WDR20"
0,"MOK"
0,"ZNF839"
0,"CINP"
0,"TECPR2"
0,"ANKRD9"
14,"RCOR1"
11,"TRAF3"
0,"TCEAL4"
0,"TCEAL3"
0,"TCEAL1"
3,"MORF4L2"
0,"GLRA4"
0,"TMEM31"
3,"PLP1"
0,"RAB9B"
0,"TMSB15B"
5,"H2BFWT"
5,"H2BFM"
0,"SLC25A53"
0,"ZCCHC18"
0,"FAM199X"
0,"RELN"
0,"KDELC1"
0,"BIVM-ERCC5"
0,"CASP4"
0,"CASP5"
2,"COL11A1"
2,"RNPC3"
1,"AMY2B"
0,"MANBA"
8,"UBE2D3"
1,"CISD2"
0,"STAB2"
0,"NT5DC3"
10,"HSP90B1"
0,"C12orf73"
6,"TDG"
0,"GLT8D2"
2,"HCFC2"
3,"NFYB"
1,"TXNRD1"
1,"EID3"
0,"IL1RAPL2"
0,"TEX13A"
0,"LPPR1"
0,"BAAT"
0,"MRPL50"
0,"ZNF189"
0,"ALDOB"
5,"SUFU"
1,"TRIM8"
0,"ARL3"
